date,identifier,tweets
2020-04-23 22:00:22+00:00,c,What does the future hold for the business of #education? @coursera CEO Jeff Maggioncalda discusses in a new episode of #TalksAtGS: https://t.co/AafVX5BoLK https://t.co/9ICbT9iied
2020-04-23 21:30:52+00:00,c,$GS' Rich Friedman will be participating in the @NFL's #DraftAThon this Saturday at 2:30pm ET to raise awareness of @MountSinaiNYC's #COVID19 relief efforts. Learn more: https://t.co/NXxdvkfcxv
2020-04-23 21:00:09+00:00,c,$GS' Margaret Anadu on the firm’s $500 million commitment to support small businesses: https://t.co/ZCGjH8i2Lx https://t.co/qj9GYb6IiU
2020-04-23 20:28:30+00:00,c,"Which #realestate sectors have been hit hardest by the economic shutdown, and which areas have proven to be more resilient? Nora Creedon of #GSAM discusses in this episode of The Daily Check-In: https://t.co/FI4lZ26PCB https://t.co/Xa1AieN8Rb"
2020-04-23 19:00:06+00:00,c,"Learn why the current environment may result in a ""Roaring Twenties” in this week’s Briefly with $GS Senior Advisor Steve Strongin: https://t.co/3JfZpJBkEH https://t.co/qkaTpOPV1l"
2020-04-23 18:00:17+00:00,c,.@paulfarmermind discusses “protective factors” to maintaining mental health during this challenging time in a new episode of #TalksAtGS: https://t.co/laB9COlh3H https://t.co/i1iUq1xyxd
2020-04-23 17:00:08+00:00,c,$GS' Terry Hagerty explains why #Millennials may be more likely to leave cities for suburbs in the future: https://t.co/9NOLAoNHEs https://t.co/03GyCgmgdl
2020-04-23 16:00:15+00:00,c,Retired US Navy Admiral Timothy J. Keating discusses the future of US relationships in the Indo-Pacific region in an episode of #TalksAtGS: https://t.co/Sz3at6l8jP https://t.co/3lth515qYd
2020-04-23 15:00:16+00:00,c,What’s the latest update in oil markets? $GS Research’s Jeff Currie weighs in: https://t.co/LMXbGIKT5P https://t.co/LhyriElPKG
2020-04-23 14:00:23+00:00,c,.@FasterCures Executive Director @KrofahEsther discusses the latest on therapeutics and vaccines in a #TalksAtGS podcast: https://t.co/lMVazt4sVt https://t.co/idqsZeJSuC
2020-04-23 13:00:32+00:00,c,"#ICYMI: What’s driving record volumes in the corporate credit markets? Jonny Fine, head of $GS' Investment Grade Syndicate in the Americas, explains: https://t.co/AJBkSD1N8v https://t.co/K5oaECZVaR"
2020-04-23 08:56:11+00:00,c,日本の自動車産業は、#新型コロナウイルス の感染拡大によって、金融危機以来の難局に直面しています。しかしいったん大きく落ち込んだ市場が早期に急回復する可能性があるとゴールドマン・サックスは考えます。https://t.co/EzO3xtipV8 https://t.co/OS2dXDdCCL
2020-04-23 01:00:10+00:00,c,What will the future of learning look like after schools re-open? @coursera CEO Jeff Maggioncalda discusses in a new episode of #TalksAtGS: https://t.co/fXB1lV1jb5 https://t.co/WGnrWawEuz
2020-04-23 00:00:16+00:00,c,"How has the composition of the credit markets changed since March? Jonny Fine, head of $GS' Investment Grade Syndicate in the Americas, explains in this episode of The Daily Check-In: https://t.co/jwv2fYifTK https://t.co/x2mECKJuZz"
2020-04-22 23:00:09+00:00,c,Why have negative oil prices emerged? Jeff Currie of $GS Research explains: https://t.co/HuSjUr2ua5 https://t.co/mceMgP9kCy
2020-04-22 22:30:00+00:00,c,WATCH: $GS co-head of single-stock research Jim Covello explains why a variable dividend may be preferable over a fixed dividend for many companies on @CNBC. https://t.co/GxIx2STzgh
2020-04-22 22:00:17+00:00,c,“I hope we'll look back on this period and see it as a moment where we took a big step forward in terms of recognizing that we all have mental health.” - @paulfarmermind during a #TalksAtGS: https://t.co/paToLJ9ulC https://t.co/23M1BLy6oh
2020-04-22 21:30:07+00:00,c,Margaret Anadu of $GS' Urban Investment Group on the economic impact to small business owners: https://t.co/4dVpBkI6G5 https://t.co/LklIMrtTlr
2020-04-22 21:07:53+00:00,c,"What’s driving record volumes in the corporate credit markets? Jonny Fine, head of $GS' Investment Grade Syndicate in the Americas, explains in this episode of The Daily Check-In: https://t.co/DGLsp2h13P https://t.co/Y70cYiqui6"
2020-04-22 20:00:17+00:00,c,What does the future hold for the US-China trade relationship? @robert_spalding discusses in a new episode of #TalksAtGS: https://t.co/scwB7rPkux https://t.co/wpaJ5G624b
2020-04-22 19:16:43+00:00,c,"This #EarthDay, we're continuing to deploy $750 billion in sustainable financing, investment and advisory activity by 2030. In our new report, learn why sustainable finance is an imperative and an opportunity for our business: https://t.co/ubQ4cy36g8 #GSsustainability https://t.co/wFTG9tjunZ"
2020-04-22 19:00:14+00:00,c,"“All of a sudden, it completely flipped.” – $GS' Ashok Varadhan on the shift in investor sentiment: https://t.co/2o6TrRNVD6 https://t.co/twU7uc1l0B"
2020-04-22 18:00:01+00:00,c,"From market impacts to rethinking how we work during a pandemic, explore our research and insights relating to #COVID19: https://t.co/VMIJiRrXSd https://t.co/uSRLPHqUb8"
2020-04-22 15:30:00+00:00,c,WATCH: $GS chief US equity strategist David Kostin on his forecast for the S&amp;P 500 to get to 3000 at year end on @BloombergTV. https://t.co/33YyTAcrfu
2020-04-22 15:00:07+00:00,c,"Structural changes in key sectors are likely to become permanent amid an acceleration toward an e-world, according to $GS Senior Advisor Steve Strongin. Learn why in this week’s Briefly: https://t.co/ziiceHT8ki https://t.co/n8un0TRrlD"
2020-04-22 14:00:09+00:00,c,How is the current environment impacting how #Millennials think about living in cities and buying homes? $GS' Terry Hagerty weighs in: https://t.co/28Emu144nU https://t.co/HAlb7oXOY0
2020-04-22 13:00:19+00:00,c,"#ICYMI: What are the long-term implications of the economic shutdown on consumer banking? Harit Talwar, global head of $GS' Consumer Business, explains: https://t.co/S30UCCqlPA https://t.co/l2KMFuEaMo"
2020-04-22 01:00:10+00:00,c,How will the current health situation impact the future of US relationships in the Indo-Pacific region? Retired US Navy Admiral Timothy J. Keating discusses in a new episode of #TalksAtGS: https://t.co/Ib0SV20F2A https://t.co/bCCxaGn8BV
2020-04-22 00:00:17+00:00,c,"“The digitization of financial services who serve customers 24/7 is accelerating dramatically.” Harit Talwar, global head of $GS' Consumer Business, discusses the implications of the economic shutdown on the financial services industry: https://t.co/BDNfDXJ5Nr https://t.co/q5mkWXLskM"
2020-04-21 23:00:07+00:00,c,What will an economic recovery look like? Output levels are likely to remain lower than pre-crisis levels. Learn more in this week’s Briefly with $GS Senior Advisor Steve Strongin: https://t.co/H25Y8TAeYt https://t.co/J2CedTjUxM
2020-04-21 22:00:07+00:00,c,How is the current economic environment impacting small businesses? $GS' Margaret Anadu weighs in: https://t.co/oNkzUsN3ep https://t.co/9Hk1TRchSa
2020-04-21 21:00:01+00:00,c,"From market impacts to rethinking how we work during a pandemic, explore our research and insights relating to #COVID19: https://t.co/PGe8mPbaWX https://t.co/r5yqi1T74j"
2020-04-21 20:00:16+00:00,c,"What are the long-term implications of the economic shutdown on consumer banking? Harit Talwar, global head of $GS' Consumer Business, explains in this episode of The Daily Check-In: https://t.co/uUuODRDWzu https://t.co/se5tF2OKXB"
2020-04-21 19:01:54+00:00,c,"Our newly released Sustainability Report highlights how we are working with clients to transition to a low-carbon economy and drive broad-based, inclusive growth. Read more: https://t.co/ifgHWQAq6i #GSsustainability https://t.co/yRYoKDm4jB"
2020-04-21 18:00:13+00:00,c,Why have oil prices gone negative for the first time in history? $GS' Global Head of Commodities Jeff Currie explains in the latest episode of the Top of Mind at Goldman Sachs #podcast with @AllisonNathanGS: https://t.co/bkGmeRZgD1 https://t.co/69O01RF4LC
2020-04-21 17:00:14+00:00,c,$GS' Ashok Varadhan on how investor sentiment “completely flipped”: https://t.co/wS01NvVZCp https://t.co/pbOCIAFhls
2020-04-21 16:34:42+00:00,c,“This might be the catalyst that pushes a large number of #Millennials out of city centers and into the suburbs.” – Terry Hagerty of $GS' Investment Banking Division: https://t.co/pLCxpOL1i4 https://t.co/BU43SgJy80
2020-04-21 16:00:19+00:00,c,.@JNJNews Chief Scientific Officer Dr. Paul Stoffels discusses the latest developments in the pursuit of a vaccine on an episode of #TalksAtGS: https://t.co/nfaBT30tBs https://t.co/V4zdG7JYj4
2020-04-21 13:00:17+00:00,c,#ICYMI: China reported its first negative year-over-year growth in decades—what could this mean for other countries which are further away from an economic restart? $GS Research’s Andrew Tilton explains: https://t.co/fEDq3HLX6S https://t.co/6k1FUdwrkK
2020-04-21 00:56:05+00:00,c,#原油価格 が大きく下落しており、先物市場では史上初のマイナスが記録されました。今回のオイルショックをはじめ、#新型コロナウイルス による経済・市場への影響について、ゴールドマン・サックスの見解を当社HP上の「グロバール展望」でご覧いただけます。https://t.co/e5emZW4J5z https://t.co/4hTfxeeNyE
2020-04-21 00:00:08+00:00,c,$GS' Margaret Anadu on the firm’s $500 million commitment to support small businesses: https://t.co/eDPz4XeXrI https://t.co/9W36L9rqnS
2020-04-20 23:00:01+00:00,c,"WATCH: $GS head of commodities research Jeff Currie discusses the state of the oil markets on @CNBC. 
https://t.co/pkDdjvqDZX"
2020-04-20 22:00:19+00:00,c,What to make of China’s record low 1Q GDP growth: $GS' Chief Asia Economist Andrew Tilton shares his take on the latest episode of The Daily Check-In: https://t.co/RrtDRfSI8k https://t.co/d2vFY3NS98
2020-04-20 18:00:21+00:00,c,“I think what we can anticipate is that people who have been documented to have been infected and who have recovered are likely to experience a period of immunity.” - @CEPIvaccines CEO Dr. Richard Hatchett on a #TalksAtGS podcast: https://t.co/huFaFpzCJD https://t.co/Vt2guvLUj4
2020-04-20 17:00:17+00:00,c,China reported its first negative year-over-year growth in decades—what could this mean for other countries which are further away from an economic restart? $GS Research’s Andrew Tilton explains: https://t.co/NvoX762WTS https://t.co/t5K55m7fZQ
2020-04-20 16:30:01+00:00,c,"From market impacts to rethinking how we work during a pandemic, explore our research and insights relating to #COVID19: https://t.co/bWkFL65ACC https://t.co/lutNuRncn1"
2020-04-20 14:30:14+00:00,c,“People really had to adjust their portfolios and their way of thinking.” – $GS' Ashok Varadhan on how investors have reacted to market volatility: https://t.co/PSuOiXhv5W https://t.co/s53wLne87D
2020-04-20 13:00:07+00:00,c,"As Asia adjusts to a new normal, some companies kick off deals in virtual settings. Learn more: https://t.co/gOLm0kYBv6 https://t.co/2KCxPoNt7j"
2020-04-20 06:22:12+00:00,c,WATCH: $GS' Andrew Tilton talks to @BloombergTV about Asia’s economic outlook and why most of the region’s economies would benefit from falling oil prices. https://t.co/PVBjUCDnq6
2020-04-19 22:00:07+00:00,c,Margaret Anadu of $GS' Urban Investment Group on the economic impact to small business owners: https://t.co/hGT31WfMdV https://t.co/fbx1E5Khrl
2020-04-19 21:00:01+00:00,c,"From market impacts to rethinking how we work during a pandemic, explore our research and insights relating to #COVID19: https://t.co/n0fu9eSZhW https://t.co/kgqlgKqCr7"
2020-04-19 18:00:12+00:00,c,.@FasterCures Executive Director @KrofahEsther discusses the latest on therapeutics and vaccines in a #TalksAtGS podcast: https://t.co/Pdp9JXz5R4 https://t.co/diThgIxqTl
2020-04-19 17:00:15+00:00,c,"“All of a sudden, it completely flipped.” – $GS' Ashok Varadhan on the shift in investor sentiment: https://t.co/7LXoRaWZsW https://t.co/shBtIZO67v"
2020-04-19 16:00:08+00:00,c,"Looking for capital, Asian companies consider virtual IPO roadshows. Read more: https://t.co/laBkRvYwaN https://t.co/TXIsNLvqOw"
2020-04-19 14:00:13+00:00,c,"“In the first quarter, we had a tremendous amount of volatility.” $GS' Meena Flynn on what investors are watching: https://t.co/PVHGTINZvF https://t.co/mndey0D4dA"
2020-04-18 21:00:14+00:00,c,$GS' Ashok Varadhan on how investor sentiment “completely flipped”: https://t.co/VHhhFW1Q1C https://t.co/M5zxziML5n
2020-04-18 20:00:13+00:00,c,What are investors watching amid the volatility in public markets? $GS' Meena Flynn weighs in: https://t.co/ANKDf3H6qc https://t.co/od8iOhtp8c
2020-04-18 19:00:16+00:00,c,.@JNJNews Chief Scientific Officer Dr. Paul Stoffels discusses the latest developments in the pursuit of a vaccine on a new episode of #TalksAtGS: https://t.co/NoPmVMDjJ6 https://t.co/tR7Z8ITAO6
2020-04-18 18:00:07+00:00,c,"In a travel-restricted world, companies consider virtual IPO roadshows. Learn more in this week’s Briefly Q&amp;A: https://t.co/F2QhcaUmeq https://t.co/sehu6Rako3"
2020-04-18 17:00:08+00:00,c,How is the current economic environment impacting small businesses? $GS' Margaret Anadu weighs in: https://t.co/XHPZ3ms4Yf https://t.co/u6Eva87Gmy
2020-04-18 16:00:02+00:00,c,"From market impacts to rethinking how we work during a pandemic, explore our research and insights relating to #COVID19: https://t.co/KyvpnhBNe9 https://t.co/8ntujOIKdn"
2020-04-18 15:00:07+00:00,c,"$GS believes in the big power of small business. Our resource hub helps explain federal policy, government loans, and other materials: https://t.co/5vlszYnHy9 https://t.co/e5DJojDajB"
2020-04-18 14:00:16+00:00,c,"#ICYMI: How are Latin American countries dealing with the challenges of the current environment? Gonzalo Garcia, $GS co-head of Latin America, explains: https://t.co/H9RR4lOA0j https://t.co/i1BhbXdZZe"
2020-04-18 13:00:01+00:00,c,Glad to play a role on @CAgovernor @GavinNewsom’s Task Force to advise on a post-COVID19 business and jobs recovery plan. https://t.co/OnqyWtgeDY
2020-04-17 23:00:17+00:00,c,"What are some of the challenges Latin American countries are facing as the region looks to access capital in order to help stabilize economies? Gonzalo Garcia, $GS co-head of Latin America, explains in this episode of The Daily Check-In: https://t.co/cOv43r8MIE https://t.co/oL6H1gFJUH"
2020-04-17 22:25:13+00:00,c,$GS' Margaret Anadu on the firm’s $500 million commitment to support small businesses: https://t.co/oOECP7ykrb https://t.co/iQMiogKTIm
2020-04-17 21:00:21+00:00,c,“I think what we can anticipate is that people who have been documented to have been infected and who have recovered are likely to experience a period of immunity.” - @CEPIvaccines CEO Dr. Richard Hatchett on a new #TalksAtGS podcast: https://t.co/YEUyymYGc1 https://t.co/7fhBNcVKeJ
2020-04-17 20:00:14+00:00,c,“People really had to adjust their portfolios and their way of thinking.” – $GS' Ashok Varadhan on how investors have reacted to market volatility: https://t.co/iT5CN5nArk https://t.co/ylec9s8YBY
2020-04-17 18:00:08+00:00,c,"As Asia adjusts to a new normal, some companies kick off deals in virtual settings. Learn more in this week’s Briefly Q&amp;A: https://t.co/Oh57Izij6z https://t.co/1pIYMJgPMw"
2020-04-17 17:00:09+00:00,c,“We had the fastest drop from peak in history.” $GS' Meena Flynn on the volatility in the public markets: https://t.co/jWnTbvnA8k https://t.co/HxNg38DywY
2020-04-17 16:00:08+00:00,c,"From market impacts to rethinking how we work during a pandemic, explore our research and insights relating to #COVID19: https://t.co/Qw7aTXjqTF https://t.co/wGl02f0UQd"
2020-04-17 14:00:32+00:00,c,WATCH: $GS Head of Investor Relations on the firm’s 1Q 2020 results and strategic initiatives: https://t.co/gKwLDnjkOO https://t.co/tmoklY5Zei
2020-04-17 07:55:29+00:00,c,WATCH: $GS' Japan Vice Chair @KathyMatsui discusses Japan's fiscal response to the economic impact of #COVID19 on @CNBC. https://t.co/HOJcGHlw7j
2020-04-16 21:30:07+00:00,c,Margaret Anadu of $GS' Urban Investment Group on the economic impact to small business owners: https://t.co/TiRxhJgb9q https://t.co/TkYGdRHJH9
2020-04-16 20:00:07+00:00,c,"Looking for capital, Asian companies consider virtual IPO roadshows. Read more in this week’s Briefly Q&amp;A: https://t.co/iapFlCnANo https://t.co/bXLYgjHw5H"
2020-04-16 19:00:20+00:00,c,“This is a story that affects absolutely everybody.” @jonkarl on how covering the current health situation compares to covering other major news events throughout his career in a #TalksAtGS: https://t.co/3LCY6yFwXc #FrontRowTrumpShow https://t.co/7LY5s7IHOb
2020-04-16 18:00:01+00:00,c,"From market impacts to rethinking how we work during a pandemic, explore our research and insights relating to #COVID19: https://t.co/jUgnYdfXIh https://t.co/i8TAsPCm0L"
2020-04-16 17:06:44+00:00,c,"“All of a sudden, it completely flipped.” – $GS' Ashok Varadhan on the shift in investor sentiment: https://t.co/AkIe1pk64b https://t.co/pxQcaD0au0"
2020-04-16 15:00:26+00:00,c,VIDEO: $GS Head of Investor Relations Heather Kennedy Miner on the firm’s 1Q 2020 earnings: https://t.co/RBFBzXjYVr https://t.co/7Q88uOaapJ
2020-04-16 13:45:11+00:00,c,.@FasterCures Executive Director @KrofahEsther discusses the latest on therapeutics and vaccines in a new #TalksAtGS podcast: https://t.co/pD2vze8zq7 https://t.co/78CYB0mvug
2020-04-16 10:39:52+00:00,c,"WATCH: $GS' ANZ Chief Economist Andrew Boak discusses Australia's fiscal response to the economic impact of #COVID19 on @CNBC.
https://t.co/GUascHfdus"
2020-04-16 05:21:12+00:00,c,#新型コロナウイルス の影響で急落した原油価格は今後どうなるのか。オイルショックのメカニズムと原油市場の見通しについてゴールドマン・サックスが解説します。https://t.co/8YLU9gXcdG https://t.co/0gslRWTdtY
2020-04-16 00:30:08+00:00,c,"In a travel-restricted world, companies consider virtual IPO roadshows. Learn more in this week’s Briefly Q&amp;A: https://t.co/DzZcfOWXV2 https://t.co/2uAJxDMvyT"
2020-04-16 00:20:48+00:00,c,"ゴールドマン・サックスは #新型コロナウイルス 感染拡大防止策に伴って困難な環境に置かれた子どもや家庭を支援するため、1億5千万円規模の緊急子ども支援基金を設置しました。

募集要領： https://t.co/pfe2uCz136
プレスリリース：https://t.co/7NP52Kox7j"
2020-04-15 22:00:19+00:00,c,How are investors weighing prospects for an economic restart? $GS Chief Economist Jan Hatzius explains in this episode of The Daily Check-In: https://t.co/fVuUI9T12v https://t.co/7dfhPYsMXY
2020-04-15 21:30:37+00:00,c,"LISTEN: During a #TalksAtGS with $GS' Chairman and CEO David Solomon, @SBAJovita discusses how the current moment has shown the importance of small businesses to the economy: https://t.co/LK7rEGqafc https://t.co/ObdjqjIvQQ"
2020-04-15 21:16:50+00:00,c,We’re happy to be one of many companies supporting the #smallbiz community in LA County. https://t.co/tekgcK2XPq
2020-04-15 20:00:10+00:00,c,How is the current economic environment impacting small businesses? $GS' Margaret Anadu weighs in: https://t.co/Jbnrprtbfh https://t.co/w2nAIK7aPT
2020-04-15 19:30:17+00:00,c,"With financial markets indicating a more positive outlook for growth, what are the prospects for an economic restart? $GS Chief Economist Jan Hatzius explains in this episode of The Daily Check-In: https://t.co/HlOooLqywg https://t.co/89WvLjStvo"
2020-04-15 19:00:09+00:00,c,"If you know a small business owner, direct them to our new resource center for info on government loans, tax benefits, and more: https://t.co/5vlszYnHy9 https://t.co/KfL75Xo5Zr"
2020-04-15 18:00:17+00:00,c,.@jonkarl discusses his new book #FrontRowTrumpShow and how reporting on the current health situation compares to covering other major news events: https://t.co/cHk4FnYDyH #TalksAtGS https://t.co/72Ia92In0l
2020-04-15 17:00:03+00:00,c,"From market impacts to rethinking how we work during a pandemic, explore our research and insights relating to #COVID19: https://t.co/BchtcYi47l https://t.co/FIoWf0nktN"
2020-04-15 15:52:26+00:00,c,“Goldman Sachs is 100 percent open for business and client engagement across the franchise remains robust.” $GS Head of Investor Relations on the firm’s first quarter 2020 performance and forward strategy: https://t.co/KFJUnuLiLC https://t.co/XIFj74OraP
2020-04-15 11:30:43+00:00,c,"Our Chairman and CEO David Solomon comments on $GS' 1Q 2020 earnings results and the coronavirus. Learn more about the firm’s efforts to support our employees, clients and communities throughout the COVID-19 pandemic: https://t.co/DAWP45VoAs https://t.co/rHRIV0tc0u"
2020-04-15 11:25:38+00:00,c,"$GS announces 1Q 2020 earnings results. View the full results, accompanying presentation and learn more on our 9:30 a.m. ET conference call: https://t.co/MC4NZr4ghw"
2020-04-14 20:30:00+00:00,c,REMINDER: $GS earnings will be released tomorrow on this account at 7:25 a.m. ET. Visit us here to read the release.
2020-04-14 19:30:08+00:00,c,"As Asia adjusts to a new normal, some companies kick off deals in virtual settings. Learn more in this week’s Briefly Q&amp;A: https://t.co/yAoRqzpHU4 https://t.co/H3zWWeA5Sr"
2020-04-14 19:00:19+00:00,c,"What’s driving activity in the muni market? Sylvia Yeh, co-head of #GSAM’s Municipal Fixed Income business, explains in this episode of The Daily Check-In: https://t.co/O5rEXgSrsN https://t.co/ZDWKbLNGpB"
2020-04-14 18:45:16+00:00,c,“This is a story that affects absolutely everybody.” @jonkarl on how covering the current health situation compares to covering other major news events throughout his career in a #TalksAtGS: https://t.co/kXsLbgSbNr #FrontRowTrumpShow https://t.co/De3Ex0F3tn
2020-04-14 18:21:26+00:00,c,"Sylvia Yeh, co-head of #GSAM's Municipal Fixed Income business, shares the latest on what’s driving activity in the municipal bonds market. Hear more in this episode of The Daily Check-In: https://t.co/JTyA0wEBKf https://t.co/o0YtIDUOgj"
2020-04-14 18:00:09+00:00,c,Margaret Anadu of $GS' Urban Investment Group on the economic impact to small business owners: https://t.co/ZE33BHnM7b https://t.co/7YaN3p4nQP
2020-04-14 17:00:01+00:00,c,"From market impacts to rethinking how we work during a pandemic, explore our research and insights relating to #COVID19: https://t.co/eXYqM1mS9n https://t.co/Rc3XR7dXpx"
2020-04-14 16:00:07+00:00,c,GS' Rich Friedman joined other leading companies such as @Apple on @GMA to discuss how @MountSinaiNYC has created an innovative way to easily donate to health care workers: https://t.co/z4w8ZiFCLW #MountSinaiStrong @getflowcode
2020-04-14 15:00:16+00:00,c,"Our new hub highlights tangible resources for small businesses and entrepreneurs in the US and UK during this uncertain time. From government loans to tax benefits, learn more here: https://t.co/5vlszYnHy9 https://t.co/b27LyTuEz5"
2020-04-14 14:00:10+00:00,c,"#ICYMI: “March saw unprecedented inflows into money market funds. Globally, the industry took in more than $680 billion dollars’ worth of inflows.” Kathleen Hughes of #GSAM discusses activity across the money market industry: https://t.co/PBpxBWM2lp https://t.co/wvluxHGJpk"
2020-04-14 13:00:55+00:00,c,LISTEN: What is @SBAJovita’s best advice to the small business community right now? She discusses with $GS' Chairman and CEO David Solomon in a #TalksAtGS: https://t.co/9PpVyHlomN https://t.co/tQsR0LynMp
2020-04-14 00:00:12+00:00,c,"In light of recent market conditions, what sorts of flows are we seeing in and out of money market funds? Kathleen Hughes, global head of Liquidity Solutions in #GSAM, explains: https://t.co/XDUrEz0ane https://t.co/OZLPoPePpV"
2020-04-13 23:00:24+00:00,c,.@jonkarl discusses his new book #FrontRowTrumpShow and how reporting on the current health situation compares to covering other major news events: https://t.co/QZVSj35hvS #TalksAtGS https://t.co/XJJVxjSiCc
2020-04-13 21:30:12+00:00,c,"What’s behind the focus on money markets and short-duration investing? Kathleen Hughes, global head of Liquidity Solutions in #GSAM, explains: https://t.co/gPJmgxPhiF https://t.co/RtcQB2HqmC"
2020-04-13 21:00:09+00:00,c,“The universal discussion I’ve had with every CEO I’ve talked to… is about their people.” – $GS CEO David Solomon: https://t.co/E2EZHIB9H6 https://t.co/9ZE93tPkey
2020-04-13 20:00:01+00:00,c,"WATCH: Rich Friedman, GS chairman of the Merchant Banking Division and co-chair of @MountSinaiNYC, on how the hospital is driving donations through a social media barcode: https://t.co/k6CMm1Uf4J #MountSinaiStrong @getflowcode"
2020-04-13 18:00:38+00:00,c,"LISTEN: During a #TalksAtGS with $GS' Chairman and CEO David Solomon, @SBAJovita discusses how the current moment has shown the importance of small businesses to the economy: https://t.co/elo3rsZpG0 https://t.co/ADKy5BThSf"
2020-04-13 16:00:11+00:00,c,$GS' Margaret Anadu on the firm’s $500 million commitment to support small businesses: https://t.co/yvwjOmALQA https://t.co/MRsaacrRDa
2020-04-13 15:00:08+00:00,c,What secular tailwinds in the tech sector could accelerate coming out of the crisis? Learn more with #GSAM portfolio manager Sung Cho in our Briefly Q&amp;A: https://t.co/gTorOR1qnW https://t.co/SRPMcn1Lpr
2020-04-13 13:30:02+00:00,c,"From market impacts to rethinking how we work during a pandemic, explore our research and insights relating to #COVID19: https://t.co/4K8CoaCbX3 https://t.co/ruPU6hMzsF"
2020-04-12 22:00:11+00:00,c,"“First and foremost, everyone is focused on their people.” $GS CEO David Solomon shares his perspectives on the current environment: https://t.co/QVVjAA7ZZ5 https://t.co/H9aI8VVi9r"
2020-04-12 21:00:16+00:00,c,#ICYMI: $GS Research sees a 9% contraction in Euro-area GDP in 2020. Jari Stehn discusses the policy response: https://t.co/i14ttJijvT https://t.co/5ro1ZiPOhs
2020-04-12 20:03:09+00:00,c,LISTEN: How important is the current turmoil in the oil markets? @AllisonNathanGS discusses with Pulitzer Prize-winning author @DanielYergin in a new episode of the Top of Mind at Goldman Sachs #podcast: https://t.co/GSgyS2VcMx https://t.co/WO9baEHjg0
2020-04-12 19:01:08+00:00,c,How is the current economic environment impacting small businesses? $GS' Margaret Anadu weighs in: https://t.co/Z9vSYS1zcU https://t.co/zB26SrsjME
2020-04-12 18:00:51+00:00,c,LISTEN: @SBAJovita gives advice to the small business community on the way forward during a #TalksAtGS with $GS' Chairman and CEO David Solomon: https://t.co/26qpUa0fEx https://t.co/L4R4ltBdeb
2020-04-12 17:00:08+00:00,c,"#ICYMI: How does India’s downgraded growth outlook compare to previous downturns and policy responses? Prachi Mishra, $GS Research’s Chief India Economist, explains: https://t.co/8z9mwztuIU https://t.co/1q7ersaTo6"
2020-04-12 16:00:09+00:00,c,Why the tech sector has outperformed during the crisis. Learn more with #GSAM portfolio manager Sung Cho in our Briefly Q&amp;A: https://t.co/p45gx2QwDx https://t.co/CqYWEM6dQX
2020-04-12 15:00:01+00:00,c,"From market impacts to rethinking how we work during a pandemic, explore our research and insights relating to #COVID19: https://t.co/zeGOVqitU6 https://t.co/UtbHrocypt"
2020-04-12 14:00:17+00:00,c,“This is a story that affects absolutely everybody.” @jonkarl on how covering the current health situation compares to covering other major news events throughout his career in a #TalksAtGS: https://t.co/xa2hAeOJTm #FrontRowTrumpShow https://t.co/95g5dJcz6G
2020-04-11 21:30:09+00:00,c,David Solomon shares his perspectives on the current environment and how CEOs are focusing on their people first: https://t.co/3qZ0YXlQad https://t.co/0gJDFIoXPB
2020-04-11 20:00:08+00:00,c,"#ICYMI: How has India’s nationwide shutdown impacted its economic growth? Prachi Mishra, Chief India Economist, explains $GS Research’s downgraded growth outlook for the country and its policy response to the current challenges: https://t.co/4vqSgO173l https://t.co/bNVAY9IIQc"
2020-04-11 18:00:09+00:00,c,Margaret Anadu of $GS' Urban Investment Group on the economic impact to small business owners: https://t.co/sZ3eH0e7OJ https://t.co/GfoNmahiIF
2020-04-11 17:00:17+00:00,c,.@jonkarl discusses his new book #FrontRowTrumpShow and how reporting on the current health situation compares to covering other major news events: https://t.co/TInmFJcXip #TalksAtGS https://t.co/J8SxpRdiaJ
2020-04-11 15:00:01+00:00,c,"From market impacts to rethinking how we work during a pandemic, explore our research and insights relating to #COVID19: https://t.co/iWv8RqEkEM https://t.co/ZVEOh8Sxco"
2020-04-11 14:00:36+00:00,c,LISTEN: @SBAJovita discusses federal relief for small business owners and why they are key to the economy during a #TalksAtGS with $GS' Chairman and CEO David Solomon: https://t.co/Cks8yD0zXy https://t.co/9vja5YmmOw
2020-04-11 13:30:08+00:00,c,"How is tech benefiting from the work-from-home, play-at-home and deliver-to-home tailwinds? Learn more with #GSAM portfolio manager Sung Cho in our Briefly Q&amp;A: https://t.co/b2oD98r1C8 https://t.co/At0f1eRts7"
2020-04-10 23:15:09+00:00,c,$GS' Margaret Anadu on the firm’s $500 million commitment to support small businesses: https://t.co/eq2LtqQmQT https://t.co/9K8qTQ7E6W
2020-04-10 22:00:09+00:00,c,"“Since [early March] we have dramatically downgraded our economic growth forecasts for India. Our focus was 5.8% before, now it's at 1.6%. This is a gigantic 420-basis-point downgrade.” $GS Research's Prachi Mishra on India's growth outlook: https://t.co/xDTkwFfs7q https://t.co/qTYSUiru32"
2020-04-10 20:00:18+00:00,c,“This is a story that affects absolutely everybody.” @jonkarl on how covering the current health situation compares to covering other major news events throughout his career in a #TalksAtGS: https://t.co/z1bPOgwRVH #FrontRowTrumpShow https://t.co/EyTVwJWMQb
2020-04-10 19:00:08+00:00,c,What secular tailwinds in the tech sector could accelerate coming out of the crisis? Learn more with #GSAM portfolio manager Sung Cho in our Briefly Q&amp;A: https://t.co/cMNYFyQ43X https://t.co/eifguaC3sE
